dataset_source,session_id,turn_id,user_query,ability_domain,task_type,query_style,followup_type,emotion_tone,expected_memory_decision,expected_scope_behavior,difficulty,notes,quality_flag,source_batch,label_source,confidence,manual_reviewed,active_sections,scope_pred,topic_overlap,context_sim,tv_distance
sft_dataset_v4_final,V4_2a077c24c5b34632ab16d06fb809190c,4,那有沒有什麼方法可以減輕我的焦慮感？,情緒行為與社會適應功能,M 情緒支持,簡短追問,明確追問,中性,STAY,延續上一輪核心脈絡，並以本輪問題補充檢索「情緒行為與社會適應功能 / M 情緒支持」,Low,converted_from_sft_jsonl; labels are memory_action from system logs,not_manual_reviewed,batch_sft_v4,manual_audited_v4,high_confidence,,suggestion,S_domain,0.8676575189325981,0.6513599753379822,0.1323424810674019
sft_dataset_v4_final,V4_4ed0bf301fd442959a81ea7a4897dc46,1,孩子現在動作進步似乎慢了些，我想問一下，這樣要多久再帶他來評估一次比較好？,粗大動作,L 後續追蹤,完整問題,無,中性,STAY,延續上一輪核心脈絡，並以本輪問題補充檢索「粗大動作 / L 後續追蹤」,Low,converted_from_sft_jsonl; labels are memory_action from system logs,not_manual_reviewed,batch_sft_v4,manual_audited_v4,high_confidence,,assessment|observation,S_overview,0.0,0.5,0.0
sft_dataset_v4_final,V4_4ed0bf301fd442959a81ea7a4897dc46,2,如果他在家裡練習很努力，但量表上的分數沒有明顯提升，是不是代表方法不對？還是需要再做一次全面的評估？,粗大動作,L 後續追蹤,訓練追問,換題追問,中性,STAY,延續上一輪核心脈絡，並以本輪問題補充檢索「粗大動作 / L 後續追蹤」,Low,converted_from_sft_jsonl; labels are memory_action from system logs,not_manual_reviewed,batch_sft_v4,manual_audited_v4,high_confidence,,assessment|observation,S_overview,0.5733002119557629,0.6379730105400085,0.42669978804423714
sft_dataset_v4_final,V4_4ed0bf301fd442959a81ea7a4897dc46,3,對了，關於評估報告裡面的分數，我一直不太懂標準分和百分位到底怎麼看？能不能簡單說明一下？,粗大動作,B 分數解讀,一般提問,隱性追問,中性,STAY,延續上一輪核心脈絡，並以本輪問題補充檢索「粗大動作 / B 分數解讀」,Low,converted_from_sft_jsonl; labels are memory_action from system logs,not_manual_reviewed,batch_sft_v4,manual_audited_v4,high_confidence,,assessment|observation,S_overview,0.5,0.6170018911361694,0.7890355883374128
sft_dataset_v4_final,V4_4ed0bf301fd442959a81ea7a4897dc46,4,報告裡寫說孩子在移動能力上比同齡孩子「落後」，這算是差很多嗎？我想知道程度到底如何判斷。,口語理解,C 臨床觀察,一般提問,隱性追問,中性,STAY,延續上一輪核心脈絡，並以本輪問題補充檢索「口語理解 / C 臨床觀察」,Low,converted_from_sft_jsonl; labels are memory_action from system logs,not_manual_reviewed,batch_sft_v4,manual_audited_v4,high_confidence,,observation|suggestion,S_multi_domain,0.6970544827802441,0.6285778880119324,0.3029455172197559
sft_dataset_v4_final,V4_65952db367e442f9aee9167113934d1a,1,報告中粗大動作的部分，我看到好多專業術語，不太懂，能告訴我哪段最重要嗎？,粗大動作,A 報告總覽,完整問題,無,中性,REFRESH,重新建立「粗大動作 / A 報告總覽」檢索脈絡,Low,converted_from_sft_jsonl; labels are memory_action from system logs,not_manual_reviewed,batch_sft_v4,manual_audited_v4,high_confidence,,assessment|observation,S_multi_domain,0.0,0.5,0.0
sft_dataset_v4_final,V4_65952db367e442f9aee9167113934d1a,2,粗大動作裡面涉及的身體穩定度、移動能力還有物品操控，這三者分別是什麼意思？,粗大動作,D 能力剖面,簡短追問,明確追問,困惑,REFRESH,重新建立「粗大動作 / D 能力剖面」檢索脈絡,Medium,converted_from_sft_jsonl; labels are memory_action from system logs,not_manual_reviewed,batch_sft_v4,manual_audited_v4,medium_confidence,,assessment|observation|suggestion,S_domain,0.5225028214569676,0.6656155586242676,0.4774971785430325
sft_dataset_v4_final,V4_65952db367e442f9aee9167113934d1a,3,說到這些能力，那如果孩子需要物理治療，通常一週會安排幾次比較合適？,粗大動作,G 是否需要早療,簡短追問,明確追問,中性,STAY,延續上一輪核心脈絡，並以本輪問題補充檢索「粗大動作 / G 是否需要早療」,Medium,converted_from_sft_jsonl; labels are memory_action from system logs,not_manual_reviewed,batch_sft_v4,manual_audited_v4,medium_confidence,,assessment|suggestion,S_domain,0.7363120014298932,0.43053320050239563,0.26368799857010683
sft_dataset_v4_final,V4_65952db367e442f9aee9167113934d1a,4,如果我在家幫孩子做練習，這樣夠了嗎？什麼時候一定得去院所才行？,粗大動作,F 融入日常,簡短追問,代名詞追問,中性,STAY,延續上一輪核心脈絡，並以本輪問題補充檢索「粗大動作 / F 融入日常」,Low,converted_from_sft_jsonl; labels are memory_action from system logs,not_manual_reviewed,batch_sft_v4,manual_audited_v4,high_confidence,,training|suggestion,S_domain,0.5,0.6625985503196716,0.8121127371167046
sft_dataset_v4_final,V4_65952db367e442f9aee9167113934d1a,5,我想知道怎麼判斷物理治療有沒有幫助，要觀察孩子哪些日常生活的改變？,粗大動作,G 是否需要早療,一般提問,隱性追問,中性,STAY,延續上一輪核心脈絡，並以本輪問題補充檢索「粗大動作 / G 是否需要早療」,Medium,converted_from_sft_jsonl; labels are memory_action from system logs,not_manual_reviewed,batch_sft_v4,manual_audited_v4,medium_confidence,,assessment|suggestion,S_domain,0.7430487328532098,0.6594165563583374,0.25695126714679023
sft_dataset_v4_final,V4_4446b767c9494867b3058f533d4d50b9,1,報告裡寫說孩子的標準分是85，百分位大概是16%，這代表他的能力在哪個層級？是不是說他比大部分同齡孩子還稍微落後一點？另外，報告提到他在移動能力那塊明顯弱，是說他整體身體協調比較差嗎？我想知道這和他平常玩耍跑跳的表現有什麼關連？,精細動作,B 分數解讀,完整問題,無,中性,STAY,延續上一輪核心脈絡，並以本輪問題補充檢索「精細動作 / B 分數解讀」,Low,converted_from_sft_jsonl; labels are memory_action from system logs,not_manual_reviewed,batch_sft_v4,manual_audited_v4,high_confidence,,assessment,S_overview,0.0,0.5,0.0
sft_dataset_v4_final,V4_4446b767c9494867b3058f533d4d50b9,2,對了，這樣的分數狀況下，我在家要怎麼安排他的粗大動作練習？一天需要練習多久會比較有效又不讓他太累？,精細動作,E 居家訓練,簡短追問,代名詞追問,中性,STAY,延續上一輪核心脈絡，並以本輪問題補充檢索「精細動作 / E 居家訓練」,Low,converted_from_sft_jsonl; labels are memory_action from system logs,not_manual_reviewed,batch_sft_v4,manual_audited_v4,high_confidence,,training|suggestion,S_domain,0.5,0.5989064574241638,0.5205815738934576
sft_dataset_v4_final,V4_4446b767c9494867b3058f533d4d50b9,3,能不能推薦幾個簡單在家可以做的核心穩定運動？我希望能幫助他站得更穩，走路更穩健。,粗大動作,E 居家訓練,訓練追問,無,中性,REFRESH,重新建立「粗大動作 / E 居家訓練」檢索脈絡,Low,converted_from_sft_jsonl; labels are memory_action from system logs,not_manual_reviewed,batch_sft_v4,manual_audited_v4,high_confidence,,training|suggestion,S_domain,0.2,0.6525355577468872,0.7036878307204855
sft_dataset_v4_final,V4_4446b767c9494867b3058f533d4d50b9,4,還有他的單腳站不太穩，從什麼步驟慢慢開始練會比較好？我怕一開始給的挑戰太大他會失去信心。,粗大動作,E 居家訓練,簡短追問,明確追問,焦慮,STAY,延續上一輪核心脈絡，並以本輪問題補充檢索「粗大動作 / E 居家訓練」,Low,converted_from_sft_jsonl; labels are memory_action from system logs,not_manual_reviewed,batch_sft_v4,manual_audited_v4,high_confidence,,training|suggestion,S_domain,0.877162180191178,0.7160890102386475,0.12283781980882202
sft_dataset_v4_final,V4_fe4e620a848b4246be1e63afd4bf3047,1,報告裡那些專業名詞我有點看不太懂，「身體穩定度」和「移動能力」到底有什麼差別？,粗大動作,C 臨床觀察,完整問題,無,中性,REFRESH,重新建立「粗大動作 / C 臨床觀察」檢索脈絡,Low,converted_from_sft_jsonl; labels are memory_action from system logs,not_manual_reviewed,batch_sft_v4,manual_audited_v4,high_confidence,,assessment|observation,S_domain,0.0,0.5,0.0
sft_dataset_v4_final,V4_fe4e620a848b4246be1e63afd4bf3047,2,這兩者不好，通常會影響到孩子什麼日常行為？,粗大動作,C 臨床觀察,一般提問,隱性追問,中性,STAY,延續上一輪核心脈絡，並以本輪問題補充檢索「粗大動作 / C 臨床觀察」,Medium,converted_from_sft_jsonl; labels are memory_action from system logs,not_manual_reviewed,batch_sft_v4,manual_audited_v4,medium_confidence,,observation|suggestion|assessment,S_domain,0.42615306791290386,0.4838421046733856,0.5738469320870961
sft_dataset_v4_final,V4_fe4e620a848b4246be1e63afd4bf3047,3,家裡怎麼練習可以針對這兩個部分做改善？,精細動作,E 居家訓練,訓練追問,隱性追問,中性,STAY,延續上一輪核心脈絡，並以本輪問題補充檢索「精細動作 / E 居家訓練」,Low,converted_from_sft_jsonl; labels are memory_action from system logs,not_manual_reviewed,batch_sft_v4,manual_audited_v4,high_confidence,,training|suggestion,S_domain,0.2,0.5790809988975525,0.5624289273605863
sft_dataset_v4_final,V4_6b6fa548c82948e2af042dbb86bf3a25,1,對了，那這種平衡感不好，回家訓練時有什麼簡單的活動可以幫助他改善嗎？,粗大動作,E 居家訓練,完整問題,無,中性,REFRESH,重新建立「粗大動作 / E 居家訓練」檢索脈絡,Low,converted_from_sft_jsonl; labels are memory_action from system logs,not_manual_reviewed,batch_sft_v4,manual_audited_v4,high_confidence,,training|suggestion,S_domain,0.0,0.5,0.0
sft_dataset_v4_final,V4_6b6fa548c82948e2af042dbb86bf3a25,2,你能給我三個適合在家做的核心肌力訓練活動嗎？孩子比較小，動作不要太複雜的那種。,粗大動作,E 居家訓練,簡短追問,明確追問,中性,STAY,延續上一輪核心脈絡，並以本輪問題補充檢索「粗大動作 / E 居家訓練」,Low,converted_from_sft_jsonl; labels are memory_action from system logs,not_manual_reviewed,batch_sft_v4,manual_audited_v4,high_confidence,,training|suggestion,S_domain,0.6544289026492089,0.5922559499740601,0.345571097350791
sft_dataset_v4_final,V4_6b6fa548c82948e2af042dbb86bf3a25,3,一天大概要花多少時間練這些動作比較合適？我怕他一下子就累了。,粗大動作,F 融入日常,一般提問,隱性追問,焦慮,STAY,延續上一輪核心脈絡，並以本輪問題補充檢索「粗大動作 / F 融入日常」,Low,converted_from_sft_jsonl; labels are memory_action from system logs,not_manual_reviewed,batch_sft_v4,manual_audited_v4,high_confidence,,training|suggestion,S_domain,0.5,0.5925290584564209,0.6444033673425251
sft_dataset_v4_final,V4_2024fac8f55847d1a25ab24afa410d20,1,孩子走路老是會跌倒，要如何訂定改善這個問題的目標？,粗大動作,C 臨床觀察,完整問題,無,中性,REFRESH,重新建立「粗大動作 / C 臨床觀察」檢索脈絡,Low,converted_from_sft_jsonl; labels are memory_action from system logs,not_manual_reviewed,batch_sft_v4,manual_audited_v4,high_confidence,,observation|suggestion,S_domain,0.0,0.5,0.0
sft_dataset_v4_final,V4_2024fac8f55847d1a25ab24afa410d20,2,這樣的跌倒頻率正常嗎？有沒有風險？,粗大動作,C 臨床觀察,簡短追問,代名詞追問,中性,STAY,延續上一輪核心脈絡，並以本輪問題補充檢索「粗大動作 / C 臨床觀察」,Low,converted_from_sft_jsonl; labels are memory_action from system logs,not_manual_reviewed,batch_sft_v4,manual_audited_v4,high_confidence,,observation|suggestion,S_domain,0.9908968061187537,0.7227346897125244,0.00910319388124629
sft_dataset_v4_final,V4_2024fac8f55847d1a25ab24afa410d20,3,我們要怎麼幫他訓練走路的穩定度和速度？,粗大動作,E 居家訓練,訓練追問,隱性追問,中性,STAY,延續上一輪核心脈絡，並以本輪問題補充檢索「粗大動作 / E 居家訓練」,Low,converted_from_sft_jsonl; labels are memory_action from system logs,not_manual_reviewed,batch_sft_v4,manual_audited_v4,high_confidence,,training|suggestion,S_domain,0.8822793321491382,0.5302449464797974,0.11772066785086173
sft_dataset_v4_final,V4_2024fac8f55847d1a25ab24afa410d20,4,在平常生活裡，我該注意什麼，避免他受傷？,粗大動作,D 能力剖面,一般提問,隱性追問,中性,STAY,延續上一輪核心脈絡，並以本輪問題補充檢索「粗大動作 / D 能力剖面」,Medium,converted_from_sft_jsonl; labels are memory_action from system logs,not_manual_reviewed,batch_sft_v4,manual_audited_v4,medium_confidence,,assessment|observation|suggestion,S_domain,0.5,0.5625529289245605,0.7839370746613272
sft_dataset_v4_final,V4_f78e97fd3a3144a2880b589519fe619d,1,我們家娃娃需要做物理治療，但如果等不到名額，有沒有其他可以先做的替代方案啊？,粗大動作,H 轉介機構,完整問題,無,中性,REFRESH,重新建立「粗大動作 / H 轉介機構」檢索脈絡,Medium,converted_from_sft_jsonl; labels are memory_action from system logs,not_manual_reviewed,batch_sft_v4,manual_audited_v4,medium_confidence,,assessment|suggestion|community_resources|external_gpt,S_domain,0.0,0.5,0.0
sft_dataset_v4_final,V4_f78e97fd3a3144a2880b589519fe619d,2,在家裡可以做些什麼練習嗎？,精細動作,E 居家訓練,訓練追問,無,中性,REFRESH,重新建立「精細動作 / E 居家訓練」檢索脈絡,Low,converted_from_sft_jsonl; labels are memory_action from system logs,not_manual_reviewed,batch_sft_v4,manual_audited_v4,high_confidence,,training|suggestion,S_domain,0.2,0.5360639691352844,0.661805964643225
sft_dataset_v4_final,V4_f78e97fd3a3144a2880b589519fe619d,3,這些代替方案會有效果嗎？,精細動作,G 是否需要早療,一般提問,隱性追問,中性,STAY,延續上一輪核心脈絡，並以本輪問題補充檢索「精細動作 / G 是否需要早療」,Medium,converted_from_sft_jsonl; labels are memory_action from system logs,not_manual_reviewed,batch_sft_v4,manual_audited_v4,medium_confidence,,assessment|suggestion,S_domain,0.1719943102228123,0.4707042872905731,0.8280056897771877
sft_dataset_v4_final,V4_f78e97fd3a3144a2880b589519fe619d,4,會不會耽誤正式治療的最佳時機？,情緒行為與社會適應功能,G 是否需要早療,一般提問,隱性追問,關心,STAY,延續上一輪核心脈絡，並以本輪問題補充檢索「情緒行為與社會適應功能 / G 是否需要早療」,Low,converted_from_sft_jsonl; labels are memory_action from system logs,not_manual_reviewed,batch_sft_v4,manual_audited_v4,high_confidence,,assessment,S_domain,0.5,0.5166840553283691,0.5633506833540463
sft_dataset_v4_final,V4_99ccbd14c1b04eb19f37fce13c77a28d,1,孩子下課時經常在溜滑梯那邊摔跤，學校有什麼辦法能讓他玩得安全一些？,粗大動作,J 學校合作,完整問題,無,中性,REFRESH,重新建立「粗大動作 / J 學校合作」檢索脈絡,Low,converted_from_sft_jsonl; labels are memory_action from system logs,not_manual_reviewed,batch_sft_v4,manual_audited_v4,high_confidence,,training|suggestion,S_domain,0.0,0.5,0.0
sft_dataset_v4_final,V4_99ccbd14c1b04eb19f37fce13c77a28d,2,那學校會不會安排同學輪流玩，減少同時人數？,粗大動作,J 學校合作,簡短追問,換題追問,關心,STAY,延續上一輪核心脈絡，並以本輪問題補充檢索「粗大動作 / J 學校合作」,Low,converted_from_sft_jsonl; labels are memory_action from system logs,not_manual_reviewed,batch_sft_v4,manual_audited_v4,high_confidence,,training|suggestion,S_domain,0.2512504576357705,0.5136155486106873,0.7487495423642295
sft_dataset_v4_final,V4_99ccbd14c1b04eb19f37fce13c77a28d,3,我想知道，老師或助教在旁邊看顧時，要注意什麼細節呢？,情緒行為與社會適應功能,J 學校合作,一般提問,隱性追問,中性,STAY,延續上一輪核心脈絡，並以本輪問題補充檢索「情緒行為與社會適應功能 / J 學校合作」,Low,converted_from_sft_jsonl; labels are memory_action from system logs,not_manual_reviewed,batch_sft_v4,manual_audited_v4,high_confidence,,training|suggestion,S_domain,0.5,0.5429453253746033,0.5358751106170424
sft_dataset_v4_final,V4_99ccbd14c1b04eb19f37fce13c77a28d,4,這種跌倒的頻率會不會影響他的身體發展？,粗大動作,C 臨床觀察,一般提問,無,關心,REFRESH,重新建立「粗大動作 / C 臨床觀察」檢索脈絡,Low,converted_from_sft_jsonl; labels are memory_action from system logs,not_manual_reviewed,batch_sft_v4,manual_audited_v4,high_confidence,,observation|suggestion,S_domain,0.12738184222024818,0.3909817039966583,0.8726181577797518
sft_dataset_v4_final,V4_d7ac348bc7d34db7a8ca61766072b50b,1,我爸媽覺得不用帶孩子去做物理治療，覺得只是小問題，我該怎麼跟他們說服？,粗大動作,M 情緒支持,完整問題,無,中性,STAY,延續上一輪核心脈絡，並以本輪問題補充檢索「粗大動作 / M 情緒支持」,Low,converted_from_sft_jsonl; labels are memory_action from system logs,not_manual_reviewed,batch_sft_v4,manual_audited_v4,high_confidence,,suggestion,S_domain,0.0,0.5,0.0
sft_dataset_v4_final,V4_d7ac348bc7d34db7a8ca61766072b50b,2,他們是覺得孩子會自己好還是覺得治療沒用？,粗大動作,M 情緒支持,一般提問,隱性追問,中性,STAY,延續上一輪核心脈絡，並以本輪問題補充檢索「粗大動作 / M 情緒支持」,Medium,converted_from_sft_jsonl; labels are memory_action from system logs,not_manual_reviewed,batch_sft_v4,manual_audited_v4,medium_confidence,,assessment|suggestion,S_domain,0.5,0.7237894535064697,0.6311476981316302
sft_dataset_v4_final,V4_d7ac348bc7d34db7a8ca61766072b50b,3,那怎麼跟他們解釋物理治療的重要性？,粗大動作,G 是否需要早療,簡短追問,明確追問,中性,STAY,延續上一輪核心脈絡，並以本輪問題補充檢索「粗大動作 / G 是否需要早療」,Low,converted_from_sft_jsonl; labels are memory_action from system logs,not_manual_reviewed,batch_sft_v4,manual_audited_v4,high_confidence,,training|suggestion,S_domain,0.8454852508049663,0.6854036450386047,0.15451474919503372
sft_dataset_v4_final,V4_d7ac348bc7d34db7a8ca61766072b50b,4,如果家裡有人一直不同意，我該怎麼平衡家庭裡的意見？,粗大動作,M 情緒支持,一般提問,隱性追問,中性,STAY,延續上一輪核心脈絡，並以本輪問題補充檢索「粗大動作 / M 情緒支持」,Low,converted_from_sft_jsonl; labels are memory_action from system logs,not_manual_reviewed,batch_sft_v4,manual_audited_v4,high_confidence,,suggestion,S_domain,0.5,0.4560737609863281,0.6898141796147713
sft_dataset_v4_final,V4_2f8a0bde41e64ad39bb66a8b40f0dacd,1,報告裡說測驗當天孩子精神狀況會影響結果，那孩子狀況不好的時候結果會嚴重失真嗎？,情緒行為與社會適應功能,B 分數解讀,完整問題,無,焦慮,REFRESH,重新建立「情緒行為與社會適應功能 / B 分數解讀」檢索脈絡,Low,converted_from_sft_jsonl; labels are memory_action from system logs,not_manual_reviewed,batch_sft_v4,manual_audited_v4,high_confidence,,assessment,S_overview,0.0,0.5,0.0
sft_dataset_v4_final,V4_2f8a0bde41e64ad39bb66a8b40f0dacd,2,這樣會不會讓結論不準確，影響後續的安排？,情緒行為與社會適應功能,G 是否需要早療,簡短追問,代名詞追問,關心,STAY,延續上一輪核心脈絡，並以本輪問題補充檢索「情緒行為與社會適應功能 / G 是否需要早療」,Low,converted_from_sft_jsonl; labels are memory_action from system logs,not_manual_reviewed,batch_sft_v4,manual_audited_v4,high_confidence,,assessment,S_overview,0.6936826060263348,0.670096755027771,0.30631739397366525
sft_dataset_v4_final,V4_2f8a0bde41e64ad39bb66a8b40f0dacd,3,我們要怎麼在家裡幫助孩子狀況好一點，讓評估更準確？,情緒行為與社會適應功能,M 情緒支持,訓練追問,隱性追問,中性,STAY,延續上一輪核心脈絡，並以本輪問題補充檢索「情緒行為與社會適應功能 / M 情緒支持」,Medium,converted_from_sft_jsonl; labels are memory_action from system logs,not_manual_reviewed,batch_sft_v4,manual_audited_v4,medium_confidence,,assessment|observation|suggestion,S_overview,0.7528914001132453,0.5223321914672852,0.24710859988675468
sft_dataset_v4_final,V4_738523b115734b7e82bbb31f358ac9ce,1,我希望孩子能走路更穩一點，這種目標該怎麼寫比較合適？,粗大動作,M 情緒支持,完整問題,無,中性,STAY,延續上一輪核心脈絡，並以本輪問題補充檢索「粗大動作 / M 情緒支持」,Low,converted_from_sft_jsonl; labels are memory_action from system logs,not_manual_reviewed,batch_sft_v4,manual_audited_v4,high_confidence,,suggestion,S_domain,0.0,0.5,0.0
sft_dataset_v4_final,V4_738523b115734b7e82bbb31f358ac9ce,2,除了走路穩之外，還有沒有其他相關的目標值得關注？,粗大動作,D 能力剖面,簡短追問,換題追問,中性,STAY,延續上一輪核心脈絡，並以本輪問題補充檢索「粗大動作 / D 能力剖面」,Medium,converted_from_sft_jsonl; labels are memory_action from system logs,not_manual_reviewed,batch_sft_v4,manual_audited_v4,medium_confidence,,assessment|observation|suggestion,S_domain,0.7913006524733059,0.6974331736564636,0.20869934752669403
sft_dataset_v4_final,V4_738523b115734b7e82bbb31f358ac9ce,3,這些目標要設定成什麼樣的標準，才算達成？,粗大動作,L 後續追蹤,一般提問,隱性追問,中性,STAY,延續上一輪核心脈絡，並以本輪問題補充檢索「粗大動作 / L 後續追蹤」,Low,converted_from_sft_jsonl; labels are memory_action from system logs,not_manual_reviewed,batch_sft_v4,manual_audited_v4,high_confidence,,assessment|observation,S_domain,0.5,0.5749900341033936,0.5133596432166116
sft_dataset_v4_final,V4_738523b115734b7e82bbb31f358ac9ce,4,不懂量化目標，有沒有簡單的方法可以教我？,粗大動作,E 居家訓練,一般提問,隱性追問,困惑,STAY,延續上一輪核心脈絡，並以本輪問題補充檢索「粗大動作 / E 居家訓練」,Low,converted_from_sft_jsonl; labels are memory_action from system logs,not_manual_reviewed,batch_sft_v4,manual_audited_v4,high_confidence,,assessment|observation,S_domain,0.5,0.6496843099594116,0.6689697679087094
therapy_arrangement_batch_TH,TH0001,1,報告說小孩有語言發展遲緩，PR值只有5。,口語表達,B 分數解讀,正式,無,焦慮,REFRESH,新建立脈絡,低,開場 | raw_ability=語言表達; raw_task=評估解釋,ability_normalized:語言表達->口語表達;task_normalized:評估解釋->B 分數解讀,TH,gpt_initial_label,medium,false,,,,,
therapy_arrangement_batch_TH,TH0001,2,那這樣一週要上幾次治療才夠？,口語表達,G 是否需要早療,口語,明確追問,期待,HYBRID,領域不變但任務由解釋轉安排,中,同領域任務切換 | raw_ability=語言表達; raw_task=療育安排,ability_normalized:語言表達->口語表達;task_normalized:療育安排->G 是否需要早療;hybrid_review,TH,gpt_initial_label,medium,false,,,,,
therapy_arrangement_batch_TH,TH0001,3,那職能治療也要同時上嗎？,精細動作,G 是否需要早療,簡短,明確追問,疑惑,REFRESH,切換至職能領域,中,非首輪REFRESH | raw_ability=職能治療; raw_task=療育安排,ability_normalized:職能治療->精細動作;task_normalized:療育安排->G 是否需要早療,TH,gpt_initial_label,medium,false,,,,,
therapy_arrangement_batch_TH,TH0001,4,要先排哪一個比較好？,整體概況,H 轉介機構,口語,隱性追問,焦慮,STAY,延續治療優先順序討論,高,隱性追問優先順序 | raw_ability=療育安排; raw_task=專業選擇,ability_normalized:療育安排->整體概況;task_normalized:專業選擇->H 轉介機構;broad_scope_domain_review;clinical_or_resource_review,TH,gpt_initial_label,medium,false,,,,,
therapy_arrangement_batch_TH,TH0002,1,職能評估說他手部肌力不足，握筆不穩。,精細動作,B 分數解讀,敘述,無,擔憂,REFRESH,新建立脈絡,低,開場 | raw_ability=精細動作; raw_task=評估解釋,task_normalized:評估解釋->B 分數解讀,TH,gpt_initial_label,medium,false,,,,,
therapy_arrangement_batch_TH,TH0002,2,可不可以只在家練習，不去醫院？,精細動作,G 是否需要早療,口語,隱性追問,疲憊,HYBRID,領域不變但任務轉為安排方式,中,同領域任務切換 | raw_ability=精細動作; raw_task=療育安排,task_normalized:療育安排->G 是否需要早療;hybrid_review,TH,gpt_initial_label,medium,false,,,,,
therapy_arrangement_batch_TH,TH0002,3,治療多久才會看到進步？,精細動作,N 進步查詢,簡短,短句追問,期待,STAY,延續精細動作進步時程,中,短句追問 | raw_ability=精細動作; raw_task=預後評估,task_normalized:預後評估->N 進步查詢,TH,gpt_initial_label,medium,false,,,,,
therapy_arrangement_batch_TH,TH0003,1,我想問一下關於早療補助申請的流程。,整體概況,K 補助申請,正式,無,平穩,REFRESH,新建立脈絡,低,開場 | raw_ability=行政程序; raw_task=經費補助,ability_normalized:行政程序->整體概況;task_normalized:經費補助->K 補助申請;broad_scope_domain_review,TH,gpt_initial_label,medium,false,,,,,
therapy_arrangement_batch_TH,TH0003,2,自費診所的收據也可以報嗎？,整體概況,K 補助申請,口語,隱性追問,好奇,STAY,延續補助細節,低,細節追問 | raw_ability=行政程序; raw_task=經費補助,ability_normalized:行政程序->整體概況;task_normalized:經費補助->K 補助申請;broad_scope_domain_review,TH,gpt_initial_label,medium,false,,,,,
therapy_arrangement_batch_TH,TH0003,3,那如果排不到健保的課怎麼辦？,整體概況,G 是否需要早療,口語,明確追問,焦慮,REFRESH,從補助切換到排課困境,中,非首輪REFRESH | raw_ability=醫療轉介; raw_task=療育安排,ability_normalized:醫療轉介->整體概況;task_normalized:療育安排->G 是否需要早療;broad_scope_domain_review,TH,gpt_initial_label,medium,false,,,,,
therapy_arrangement_batch_TH,TH0004,1,孩子社交互動分數很低，不愛跟人玩。,情緒行為與社會適應功能,B 分數解讀,敘述,無,憂心,REFRESH,新建立脈絡,低,開場 | raw_ability=社交情緒; raw_task=評估解釋,ability_normalized:社交情緒->情緒行為與社會適應功能;task_normalized:評估解釋->B 分數解讀,TH,gpt_initial_label,medium,false,,,,,
therapy_arrangement_batch_TH,TH0004,2,這種情況上團體課有效嗎？,情緒行為與社會適應功能,G 是否需要早療,口語,隱性追問,期待,HYBRID,領域不變但任務轉向安排,中,同領域任務切換 | raw_ability=社交情緒; raw_task=療育安排,ability_normalized:社交情緒->情緒行為與社會適應功能;task_normalized:療育安排->G 是否需要早療;hybrid_review,TH,gpt_initial_label,medium,false,,,,,
therapy_arrangement_batch_TH,TH0004,3,可是他很不配合治療師，一直哭怎麼辦？,情緒行為與社會適應功能,G 是否需要早療,口語,隱性追問,無助,STAY,延續治療配合度問題,低,情境描述追問 | raw_ability=社交情緒; raw_task=療育安排,ability_normalized:社交情緒->情緒行為與社會適應功能;task_normalized:療育安排->G 是否需要早療,TH,gpt_initial_label,medium,false,,,,,
therapy_arrangement_batch_TH,TH0005,1,報告建議要上物理治療跟職能治療。,粗大動作,H 轉介機構,正式,無,平穩,REFRESH,新建立脈絡,低,開場 | raw_ability=物理職能; raw_task=醫療轉介,ability_normalized:物理職能->粗大動作;task_normalized:醫療轉介->H 轉介機構;clinical_or_resource_review,TH,gpt_initial_label,medium,false,,,,,
therapy_arrangement_batch_TH,TH0005,2,一定要在同一家醫院上嗎？,整體概況,G 是否需要早療,口語,隱性追問,好奇,STAY,延續醫療地點安排,低,細節追問 | raw_ability=醫療轉介; raw_task=療育安排,ability_normalized:醫療轉介->整體概況;task_normalized:療育安排->G 是否需要早療;broad_scope_domain_review,TH,gpt_initial_label,medium,false,,,,,
therapy_arrangement_batch_TH,TH0005,3,那語言治療的部分可以先緩緩嗎？,口語表達,G 是否需要早療,口語,明確追問,猶豫,REFRESH,切換到語言領域安排,中,非首輪REFRESH | raw_ability=語言表達; raw_task=療育安排,ability_normalized:語言表達->口語表達;task_normalized:療育安排->G 是否需要早療,TH,gpt_initial_label,medium,false,,,,,
therapy_arrangement_batch_TH,TH0005,4,會不會錯過黃金期？,口語表達,N 進步查詢,簡短,短句追問,焦慮,STAY,延續語言發展時效,高,短句追問 | raw_ability=語言表達; raw_task=預後評估,ability_normalized:語言表達->口語表達;task_normalized:預後評估->N 進步查詢,TH,gpt_initial_label,medium,false,,,,,
therapy_arrangement_batch_TH,TH0006,1,我想問聯評報告上的PR 10代表什麼？,整體概況,B 分數解讀,正式,無,疑惑,REFRESH,新建立脈絡,低,開場 | raw_ability=評估常規; raw_task=評估解釋,ability_normalized:評估常規->整體概況;task_normalized:評估解釋->B 分數解讀;broad_scope_domain_review,TH,gpt_initial_label,medium,false,,,,,
